"","name","review","rating"
"1220","North States Supergate Easy Close Metal Gate, White","While this gate seems to be sturdy, it did not work for my purposes. I bought it to keep my 26 month old in his room at night time. Well he figured out how to open it in about 5 minutes.  It took longer than that to put up and take down",2
"1221","Summer Infant Baby Touch Digital Color Video Monitor","Do not waste your money! 4 months after purchasing monitor it lost connection all the time. ""out of range"" was on it more than not. It was the most frustrating when it happened during the night when I was sleeping and I had no idea if my baby needed me. I had to have another sound monitor as a backup. On the hunt for a new one.",1
"1222","Pam Grace Creations Sophia&rsquo;s Garden  Wicker Liner","I was really happy with the actual material of the basket liners.. how ever the drawstring on two of the liners were put on backwards... one of the liners had the string on the outsideas shown...however the other two have them on the inside... I\'m going to have to cut the string and make it into a bow and hot glue it on the outsidein order for them to look right... luckily the baskets I chose are wide enough so that there is no real use of the drawstrings and I can use them solely as decorative bows... I guess someone was having a backwards day when they sowed these together =( oh well...",3
"1223","Mommy\'s Helper Slide-Lok Bi-Fold Door Lock","They worked just like they were supposed to. They could probably be cheaper for what you get but I\'d use them again for other doors.",5
"1224","Tiny Love Take-Along Arch, Sunny Stroll","This arch is fabulous. I can attach it to the bouncy seat, i can attach it to her car seat and i can attach it to her swing. it is incredibly versatile. what wasn\'t clear to me before i got it is that it has a sort of ""ball and socket"" joint near where it clamps on.  this allows me to bend it closer to my baby or bring it further away, making it even more versatile. My baby is just 3 months old now and is laughing at the little sun and butterfly and is swatting and grabbing at the dangly items.it is great and a great price. i havent had any problems with the quality and think for the price, even if it only lasted for 6 months i would be pleased. it rules.",5
"1225","Newborn Babies\'/ Kids\' Cute Dinosaur Crochet Beanie/ Cap/ Photography Costume Hat (Model: Br010031) (Blue)","This item came shipped from China, so it took about 5 weeks to arrive. I ordered this item to take newborn pictures, so of course that time has passed. However, this hat is way too big for a newborn head, so maybe all isn\'t lost and we can use it for photos in a month or two when my son is 3months or so. Wouldn\'t recommend.",1
"1226","WeeMan Potty Training Urinal by Potty Scotty","The idea of the hanging toilet potty is a good one, however it doesn\'t fit my standard toilet. It will not clip on properly and falls off.",2
"1227","Born Free Variable Flow Silicone Nipples- Twin Pack","I agree with the other reviewers who said that the nipple is just too fast. Only buy these if your baby is OLDER than 6 months. These can not be used for babies under than age, without the baby gobbling down the milk and then spitting it up because he/she couldn\'t tell they were already full. Just spend the money and go for the level nipples up until 6 months...after that it SHOULD be ok. Be good to the children and have fun with them!!",2
"1228","American Baby Company Quilted Fitted Waterproof Fitted Cradle Mattress Pad Cover","It added just enough padding to the mattress and wasn\'t bulky. It is soft and fits mattress well. It washes well and can be used many many times. A very needed product on any mattress for an infant or toddler.",5
"1229","BABYBJORN Little Potty - Red","My son is 12 months, but he is pretty small for his age.  We got this particular potty because of all of the reviews by people with young children.  It is a great size for him--He is 29 inches and 20 pounds.  We are just sitting on it several times a day to get him used to it.  He sits on it comfortable and can get on/off easily by himself.  I love that there is no bowl attached for him to take on and off.  I had read reviews about the downside being that it is easy for a child to scoot around on it.  We just got a stick-on non-skid rubber furniture pad and put on the bottom.  It works great to keep him from sliding around on it.  The price is also wonderful.  If you are looking for a simple potty to start a young child on, this is the one.",5
"1230","Cosmo Stroller - Cranberry Noche (Closeout)","My wife and I were looking for a lightweight stroller so this its just the one we needed. When you are with your baby going to a mall a familiar reunion you just want simplicity, athat thingas are lightweight . Great I highly recomend it",5
"1231","Zo&euml; b Organic Fantastic Anti-Plastic Dishes Set, Turquoise/Lime","Absolutely the safest eating product on the market. I replaced all of my daughters plastic cups plates and bowls.  They can scratch but I\'d rather have that than plastic garbage that leaks chemicals.  Thankful there is a conscientious person behind Zoe b products. Thank you thank you.",5
"1232","Everything Kids 4 Piece Toddler Bedding Set, Dinosaurs","I ordered the Dinosaur bedding set for my 3 year old grandson.  It came quicker than promised and was packaged in a nice clear heavy plastic bag with a handle on it so he could carry it home with him easily.  He absolutely loved it!  The colors are bright and cheery and the dinosaurs aren\'t scary like the more realistic looking ones can be to a young child.  My only complaint is that the comforter was thinner than I expected. That is the only reason I gave it 4 stars instead of 5.  Besides that, everything was great.  It fit his bed with no problems and he was thrilled to get to sleep on his new &#34;dinosaur bed!&#34;",4
"1233","NUK 2 Pack Classic Latex BPA Free Pacifier, Size 2","No complaints. Nuk is a good product. My baby takes every pacy. Easy to clean or just throw them in the bottle sanitizer.",4
"1234","P\'kolino Book Buggee in Orange","I bouth this item a few years ago for my son for xmas. He was about 2 when i bought so he didnt really use it that much, but now that hes almost 5 he loves it. Although he doesnt use it for books so much, he does put all sort of other toys in it. And its very well made too. Great product.",4
"1235","Fisher-Price Kick and Play Piano Gym, Discover \'N Grow","So glad I finally bought this! This toy was highly recommended to me from a friend with a 9 month old baby. We got it when our baby was 4 months and he loves it. It is one of the only toys that can distract him for more than 5 mins.",4
"1236","North States Supergate Easy Close Metal Gate, White","Gate is easy to open....even with a foot. Holds up to a 22 month old hanging on it. I used to have a wooden gate that I would constantly trip over. This gate is so easy to open, I\'m not tempted to attempt a step over.",5
"1237","Sassy Single Pack EZ Grip Infant Bowl with Color Change Spoon, Colors May Vary","this is a nice set and the sides are nice and deep, which can be a little hard when you don\'t have a lot of food in them but nice for mixing cereal. Would be nice if lid locked tight to transport.",4
"1238","OXO Tot Baby Blocks Freezer Storage Containers 2 Ounce, Set 6, Clear","I bought these to thaw home made baby food and they are perfect! I use them for my toddler too now",NA
"1239","Gerber Graduates BPA Free Fun Grips spill Proof Cup, 10 Ounce, Colors May Vary","We have never had a problem with this product. no spills or leaks, clean well and easy to care for",5
"1240","BABYBJORN Potty Chair - Red","Very basic potty. The potty lifts up and dumps into toilet nicely. Been using it for over a year now. Easy to clean. Just wipes down. Little girl using it and the little lip that rises in the front blocks any &#34;high streams&#34; if she is leaning back.  No messes so far. I like the white for use with any child and It has stayed white. Has a nice rubber like rim on the bottom that won\'t slide around on my wood floors. Light weight for when I am cleaning bathroom I just pick it up with one hand. May be a little small though for bigger kids with the way it wraps around. Not sure. Will try and update on that later. She has just turned 2 and is 30lbs and is not an issue.",4
"1241","Knit Crib Sheet - Sage","I have this sheet in sage, and I think it\'s a great sheet. I\'ve had absolutely no problems with shrinkage and have washed it multiple times in warm water. I like this sheet a lot. It\'s very soft, and it\'s not as cold to the touch as regular sheets are, which is nice for baby.",5
"1242","Prince Lionheart playMAT, ABC","The play mat is BIG enough to play with your child.  Is not too thick but is colorful and interesting. It has two sides, one with a town and the other with connecting streets which make it versatile. I recommend it!",5
"1243","Safety 1st Screen Door Saver, White","easy  to  install  substantial  works  well",5
"1244","Graco Newborn Napper Pack n Play - Meadow Menagerie","Except for the napper station. We have had our daughter home for three days now and every time we would put her in the napper she would go from sound asleep to crying like crazy. The base of the napper just doesn\'t seem to give her enough support. Once the napper is in it is incredibly difficult to remove. My husband had to use leverage and a set of keys to get it to unlatch.However, now that she is in the bassinet portion of the pack n play she absolutely loves it. She is sleeping soundly and it is still easily accessible for me. The changing station is amazing and I am so glad we chose a pack n play with this feature.",4
"1245","Sticky Bellies -Sticky Bellies Monthly Milestone Stickers - Patterned Prepster 1-12 months","Those stickers are perfect for cool pictures every month. It\'s worth it to keep memories for my little baby boy,",5
"1246","Regalo Easy Diner Portable Hook-On High Chair","This chair came without instructions and I couldn\'t figure it out.  I wound up giving it away to someone who can hopefully figure it out for themselves.  Even for the the price this was not worth it.",1
"1247","Planet Wise Reusable Diaper Pail Liner, Avocado","Our son is still too small for his cloth diapers (we didn\'t invest in a newborn stash since  we didn\'t know how long he\'ll be in them) so we haven\'t gotten to use this yet.  Product seems fine, though.  Only disappointment is that there is no drawstring, which I would prefer.",NA
"1248","Bumbo Booster Seat, Blue","Great booster and I really like the way it three point snaps in front. A little on the lower side for my little one because she is tiny, but I just put a non skip kinda pad under it and it is perfect!Awesome booster and very much worth the little extra compared to those hard plastic ones.",5
"1249","Graco Bumper Jumper in Little Jungle","My now 6 month old would live in this if I let her. she falls asleep jumping on a regular basis. First put her in at 4 months and it helped support her instability. well made, if your using it in a stand door frame, look at the directions closely and you will see how to make it shorter for tall babies. it didn\'t take long for her to need it higher.",5
"1250","Sumersault Geo Boy 10-pc. Crib Set","This came and it was even better than i expected! i love it! we painted the room a very light teal, accented with choc. curtains and put his name in orange letters on the wall! I love it! I also love it b/c it is not the traditional blue.",5
"1251","Cosco - Scenera 5-Point Convertible Car Seat, Renaissance","its exactly what I wanted. Great gift for my ever growing son, fits great in the car and he loves facing forward",5
"1252","Moby Wrap Original 100% Cotton Baby Carrier, Red","I really wanted to like this product. Maybe I didn\'t try it enough or give it enough effort, but it was very frustrating to figure out how to tie it and even when I got it I didn\'t like it.I tried to use this on a vacation where we did a lot of walking. I am 5\'2 and it was just way to much fabric, and in the heat of florida it was a torture to wear. I ended up using a stroller 90% of the time and I really didn\'t want to.A few months later when my son went through a phase where he didn\'t want to be put down, I tried using this again around the house and It just wasn\'t secure. My son is a pretty big baby and it just was not comfortable.",2
"1253","Lulu Ladybug Rocker by Rockabye","My daughter loves this, of course you have to watch closely to it can tip over when rocking hard. Cute with catchy songs, find myself singing them all day.",5
"1254","Arms Reach Co-Sleeper brand Mini Co-Sleeper Bassinet - Natural","I bought this based on looks recomendations and description. What I got was a glorified pack n play bassinet type thing. The only difference is the side is down on one side to allow you to roll over and pat your baby. I was expecting an extension essentially to my bed with both mine and the baby\'s matress at the same height this is not so. So I still have to pull her out of her bed abd put her in mine to nurse and then wake her up to put her back in. Plus I have a 4 poster bed with rails down each side at the base of my matress so the sleeper does not push up flush to the bed as it said they should warn about this.",2
"1255","BOB Handlebar Console, Duallie","we bought this as a gift, ever-effective.  I would recommend it with the stroller... and it folds up to a small size for storage or giving as a gift =]",5
"1256","Bright Starts Pretty in Pink Put and Take Purse","It is very cute, and I guess it works for babies, however, I thought it did more.  When they say 14 activities, that includes the rattling, crinkling, etc.  And it makes a few short noises when you push the bow.  I was thinking it would talk, sing, or something, but it doesn\'t.  Not what I was expecting, but still cute.",4
"1257","Cloud b Twilight Constellation Night Light, Turtle","We received this as a gift from Grandma and it is awesome.  No more closet light on (creating too much light), no more fear of the dark.  The stars are vivid and it creates a wonderful, sleepy setting for a little one.  I highly recommend it for any child who is afraid of the dark--making bedtime an unpleasant ordeal.  Our child uses it every night.",5
"1258","Leachco All Nighter - Total Body Pillow - Ivory","I\'m 6 months pregnanct and have been using this pillow for about a month now. The difference is quite drastic.  I\'m sleeping through the night and wake up without back and hip pain, which I had before.  I also toss and turn much less.  I haven\'t been able to use the head support because my arms fall asleep.  Instead I use the pillow upside down with my feet around the curved part.  I wish the longer side was shorter and not take up most of my pillow and the shorter side a bit longer for more even support for when I turn from side to side but overall it\'s been great.",4
"1259","Safety 1st Custom Fit All Purpose Strap, D&eacute;cor","While the package I purchased said ""use and care instructions enclosed"" there were no instructions inside. So I had no idea these were ""one-time adjustable"" straps unlike the other models I have seen under this brand. The package comes with 2, I accidentally discovered the permanency while experimenting with the first one. Strap one wasted. The second I fixed to the microwave in what looked like a good position. The strap would not reach to lace all the way through the latch, but it went 1/3 to 1/2 the way so I figured that would be fine. After cinching it closed (permanently), I tried to open the microwave. The strap pulled out of the cinch as quick as could be! Strap 2 now wasted.Very disappointed. I should have read reviews online before purchasing or at least before trying to use them. But really how hard should it be to put on a self-adhesive snap lock??!!",2
"1260","Gerber 5 Pack Prefold Birdseye Organic Diaper, White","I bought these to use as burp cloths and I have been very pleased. They are inexpensive and very absorbent, which is a perfect combination for a burp cloth!",5
"1261","Carter\'s Bound Keepsake Memory Book of Baby\'s First 5 Years, Laguna","The outside is absolutely adorable, but the inside has a plastic tag/pin on every page acting as if it is pinning up the pages.  I thought this made the pages look tacky and outdated.  Other than the plastic pin on the top of every page, it is a very cute baby book.  I think you can see this if you click on the additional pages and look closely at the top.",3
"1262","Supergate Deluxe D&eacute;cor Metal Gate, Espresso","Works pretty good. Purchased this because our hallways are a little wider than most so normal gates wouldn\'t work. With our daughter just starting to walk we needed some safety gates. This worked pretty good. Is a little akward to setup at first, but not too bad once you figure it out. Realize that this will mark up your walls, and if your dogs jump on it or your child pulls on it, it will slide and mess up the walls a little bit. Other than that, they are pretty good, solid gates. Definitely a good investment",4
"1263","Philips AVENT Isis iQ Duo Twin Electronic Breast Pump","After going through two pumps I was ready to give up breast feeding, but then I found the Philips Avent Isis iQ duo twin Electronic Breast Pump.  It made all the difference in the world.  Pumping time went from 30 minutes to just 15 minutes.  And with the other pumps there was pain involved, but no with the Philips Avent Isis iQ duo twin Electronic Breast Pump.  This pump is fantastic and allowed me to continue breast feeding when I though for sure my baby was heading towards formula.Thanks Philips Avent Isis iQ duo twin Electronic Breast Pump!!",5
"1264","Infantino Keeper Squeeze Pouch","A bit different then the disposable ones when you are filling and feeding. Because it has a shape and is filled with air you have to squeeze the air out to fill or when feeding unlike the disposable ones. Holds more then the disposable ones and is holding up well with repeated use. Easy to clean. So far no big issues.",4
"1265","Mommy\'s Helper Inflatable Bath Tub Froggie Collection, White/Green, 6-18 Months","It\'s just perfect! Blowing it up was a bit of a pain but I doubt we\'ll be deflating it anytime soon. At least we have the option to do so if/when we need to. I thought that it would need some sort of &#34;no slip grip&#34; on the bottom so it didn\'t slide in the tub, but that has not been and issue at all. We are very pleased with this item.",5
"1266","Evenflo 1-2-3 Tea for Me Exersaucer","I bought this because I wanted a fun learning center for my little girl.  I am also a HUGE tea fan and thought how fun.  I was disappointed only in the fact that it really didn\'t have any tea pot(s) toys on it.  However, my daughter loves being in this and it keeps her attention.",4
"1267","Kids Preferred Amazing Baby Blanket Teether Bear","We got this teether as a gift and my son loves the crinkle noise of the bear and chewing on the rings. It is a multi-sensory toy. We ordered one to give as a shower gift. This toy keeps my baby entertained for awhile.",5
"1268","Fisher-Price Potty Training, Learn-to-Flush","Although it was a gift for my granddaughter, all of the kids thought it was a hoot and played on it.",5
"1269","Fisher-Price Papasan Cradle Swing, Butterfly Garden","I bought this as a gift to my niece.  She loved it but quickly grew out of it.  This was an awesome swing thing.  I think it lights up and gives a light show and it plays a lot of different nursery songs.  Worth the money.",4
"1270","NUK/Gerber Seal N Go Disposible Liner, 50-Count","These bags work great! They stand easily by themselves in the freezer and don\'t leak when they tip over. A definate must have for breast-feeding mothers!",5
"1271","Primo 4-In-1 Soft Seat Toilet Trainer and Step Stool White with Pastel Blue Seat","I have a two year old girl and she loves using this potty chair.  She likes that it looks like mommy and daddy\'s big potty and can shut the lid when she is done.  Also, it is easy to clean.",5
"1272","Monogrammable Green Quilted (3) Piece Diaper Bag with Ribbon Accents &amp; Colorful Owl &amp; Flower Print Bottom","The cutest bag and easily embroidered. The lining was torn on the inside a little but it was easily fixed.",4
"1273","Gerber 4 Count Flannel Burp/Diaper Print, Blue","These are great.  They are soft and pretty.  They are a great size and easy to care for.  I love them.",5
"1274","Leachco Easy Teether XL Convertible Crib Rail Cover, Ivory","I purchased this product to fulfill a baby registry gift.  Better price than BabiesRUs.  I just called the store and asked them to take this item off the registry.  It saved me money and the new Mom got what she wanted!  Smart Shopper!",5
"1275","Beaba Bib Secondes Quick Baby Bottle Food Warmer","I just placed an order for this product, but cancelled after doing some more research.  Item was recalled as of August 2010 due to burn hazard.",1
"1276","Baby Jogger 2011 City Mini Single Stroller, Black/Black","I just bought the City Mini for my 15-month old after trying the Maclaren Quest and a Bugaboo Frog. I was initially reluctant to buy this one because I thought a Maclaren umbrella style would be more portable. This stroller just WINS. Here\'s why:-Easiest fold out there, even with a baby in your arms. The Bugaboo doesn\'t fold; you have to remove the seat and then fold up the wheels. Who wants to do that every time you go out? And the Maclaren ""One-Handed Fold?"" The one-handed fold ends with the stroller on the ground, so you\'re crouching down with a baby or huge toddler in your arms to pick it up. With the CityMini, you just pick up the center strap and the whole thing collapses.-Amazing sun canopy, biggest I\'ve seen on any stroller. The canopy on the Quest is just terrible. Bugaboo is fine but this is better because it has peekaboo windows for every setting.-Simple adjustable straps. To move them up to the next height level, you just unhook the strap and re-hook it at the next notch. With the Maclaren, you have to thread the straps through the back of the stroller, squeezing their safety latches through the teeny-tiny notches. This can literally take up to an hour. Who has an hour?-Removable seat fabric. You don\'t think this matters until that memorable day when your kid vomits -- not spits up, vomits. The Maclaren fabric DOESN\'T come off; you are stuck spot-cleaning. The Bugaboo fabric comes off but it is a latch system. This is snaps and Velcro, easy as can be.-Really easy to maneuver with one hand. Getting in and out of stores has never been simpler.-User-friendly design. Everything that\'s not obvious on another stroller (seat recline, fold, brake) is just so clear with this one.We got rid of the Quest. Kept the Bugaboo because, admittedly, the wheels and suspension are a big help in these horrible Northeast winters. But until we\'re under six feet of snow, we are a City Mini family!",5
"1277","Graco SnugRide Classic Connect 30/35 Infant Car Seat Base, Tan","This base works great with my carseat--it makes it easy to transport the baby in eaither car without having to move the base! Great for families with more than one car...and grandparents too!",NA
"1278","Kids\' Sling Bookshelf with Storage Bins - Natural Natural","Nicely looking, durable, and sturdy. My favorite piece in the nursery.  LO (who\'s still a baby) loves pulling the books out and putting them in, as well as sneaking in a toy!!!",5
"1279","Ocean Wonders Musical Aquarium Crib Attachment","My 6-month-old really likes this and I had no trouble installing it in her crib.  However, it does not work consistently, sometimes the music plays for five minutes, sometimes for one minute, sometimes I get lights sometimes no lights. No matter which setting I choose, it seems to just randomly pick how long to stay on.  It is very unusual for it to play continuously for more than a couple of minutes.  It is fairly heavy and bulky so not worth returning.  If you really want to buy one of these, I\'d get it at a store where you can easily exchange it if the music stops working.",2
"1280","Baby Einstein Lights and Melodies Discovery Phone","I like this toy to shove in a bag because it is relatively quiet even when the volume is all the way up.",NA
"1281","North States Supergate Top-Notch Gate","Gate does not work as described. Does not slide easily, or secure properly. A complete waste of money.",1
"1282","Britax Frontier 90 Booster Car Seat, Zebra","Super easy to install. My three year old can get in and out of the chair easily. Only one complaint, and it really isn\'t a big deal, but this booster is very heavy. Another great product from Britax.",4
"1283","Whoozit Shooting Star Rattle","I bought this for our son (who is now turning 6 months), thinking that the bright colors might attract him. Not only did he love this toy, but he enjoys chewing on the ends of this and feeling all the textures this rattle offers.Also, this rattle is very easy to clean and very easy for a little baby to manipulate. This is easily one of my son\'s favorite toys right now.This rattle is made mostly of plastic, but the little lines of color radiating out of the middle of the rattle are actually bits of ribbon which offer a different texture for babies to explore.",NA
"1284","Philips AVENT Newborn Starter Set","These bottles may be great for older babies, but are not good for newborns.  The nipples are far too large, letting in too much air causing spitting up and lots of burps.  We do not have these problems with Nuk or Medela newborn bottles and nipples.Contrary to another reviewer, even if you do assemble these bottles perfectly correctly, the still leak from time to time.For these reasons, I cannot recommend them for other newborns.",1
"1285","Munchkin 4 Pack Re-Usable Twist Tight Spill Proof Cup, 10 Ounce, Colors May Vary","I would not recommend these cups.  They leak!!!  We end up having to put them inside a zip lock baggie to keep the liquid from getting all over the bag.",1
"1286","Excellante\' Wooden High Chair, Walnut (Packaging May Vary)","I actually had to return the high chair, as there were several defects.  There were cracks in the wood, rough spots that should have been better sanded and inconsistencies and haziness in the finish.",1
"1287","Weil Baby Tritan Training Cup with Airwave Venting System, 5 Ounce, Colors May Vary","I purchased this sippy cup, a Foogo, Playtex, etc... for my son to find a cup that worked for us.  This cup leaked every single time we tried to use it.  I kept trying to give it another shot or re-screw the top on the cup a different way, but no matter what I did, it leaked.We ended up just throwing the whole cup into the recycling bin and went with Thermos\' Foogo.  Much better cup.  No leaks, soft spout and it keeps liquids cold for up to 9 hours.  I do not recommend this item.",1
"1288","Kiddopotamus Dreamsie Sleeper with Sleeves Microfleece Small, Blue","This has been a great sleepsack for our daughter as it keeps her arms warm at night too.  It\'s great for when you\'re trying not to crank the heater up all night in the cold winter months.  I have a friend who is due in November and I\'ll likely get her one for her shower.Our daughter has outgrown it at about 13lbs and almost 4 months old.  She is longer than average (90th percentile) and we\'re headed into Spring/Summer anyway!",NA
"1289","RiNGLEY Natural Teething Toy - ZooLEY Elephant","Love this toy, so does my little one, the only complaint that I have is that the velcro does not hold very well so it does not stay together.",4
"1290","The Mommy Hook, Black with Black Pad","Purchased these for a trip to Disney. They worked perfectly! They hold a lot of stuff and are very sturdy. The padded handle is just a wonderful plus. After our days of strollers are done I will keep these around as they would work great for carrying grocery bags or hanging belts in closets. Great purchase!",5
"1291","Britax Marathon 70-G3 Convertible Car Seat, Onyx","Easy to install, nice and padded. Easy to get our Baby in and out. We are still using it rear facing but it\'ll be nice to be able to transition to forward facing without buying a new seat.",5
"1292","Fisher-Price Royal Potty","We have had this potty probably 9 months now.  When we first got it, it worked perfectly, music played when it was supposed to etc.  Now as my 2 year old is getting more serious about potty training the music won\'t work when it is supposed to, it leaks on the floor even though the shield is in place and he has tucked himself.  I took it apart, cleaned it, and reassembled, and it still leaks.",1
"1293","Kushies Washable Pre-folded Diapers, White","These are perfect for making burp cloths !!  They are thick and very soft.",5
"1294","My Brest Friend Pillow, Sunburst","I bought mine through craigslist and it was very clean/good conition at a fraction of the price. That being said, I would have happily paid full retail for this nursing pillow, which has indeed become my breast friend. The strap feels secure and offers my aching postpartum back much needeed support. The pocket is priceless. I keep lanisoh, face wipes,Nosefrida The Snotsucker Nasal Aspirator,Itzbeen Baby Care Timer, Blue,nail clippers,WubbaNub Lamb, and a receiving blanket tucked in with still more room to spare.Although the boppy can be used as a pillow for your bum postpartum, thats about the only thing I wold use it for. I never cared for the design of the boppy and am so glad I found this. A must-have for me!",5
"1295","Lambs &amp; Ivy Rhyme Tyme Picture Frame 4\'\'x4\'\'","very cute frame. went perfect with our theme. no surprises,what you see is what you get.",5
"1296","B kids Baby Driver \'N Racer Stroller Toy","i expected it to be a little bigger.  but he really likes it so that made it worth it.  it does not attach well to all car seats so others should be aware of that.",4
"1297","Baby Einstein Take Along Tunes","A copy of so many other things out there. Only one place to grab hold of and I would not buy again.",NA
"1298","BubbleBum Inflatable Car Booster Seat","Just what I was looking for---now I can fit a forward facing toddler seat, an infant seat and this booster in a row in the backseat of our Subaru wagon.",5
"1299","Kalencom 2-in-1 Potette Plus Red","We take this wherever we go, it has come in handy numerous times. It\'s easy to use and fairly inexpensive. Very glad I bought it. I got a red one to use with my 3year old girl and will use it when our 7month old becomes old enough to potty train.",5
"1300","Diaper Dekor Plus Pail","This is a great diaper pail.  It keeps the stink in!  When the pail is almost full, it does start smelling a bit, but only if you\'re close to it can you smell anything.  Also, the quick second it takes to put the diaper in the pail, you might get a wiff of the contents, but that\'s to be expected.  I was delighted to discover that I could put trash bags in this system instead of the expensive refills!  Yay!",4
"1301","ALEX&reg; Toys - Bathtime Fun Hoops For The Tub 694","I bought these for two very bath resistant boys. They took them out of the package and started playing with them before we even got into the tub! They look forward to the bath now so they can play with their ""special"" bath toys.I have a little problem getting the suction cups to stick to the tile walls. We pretty much just re-stick them every night as we\'re drawing the bath.The hoop is a little small for my kiddos to get the ball into, but that\'s helping them learn to aim better, so it\'s not a big deal.The balls are soft enough that it doesn\'t hurt if (when) they throw them at each other. They bounce pretty easily off the walls too so be prepared to chase them around the bathroom!This was one of three bath toy sets I recently bought to replace old toys and this is the one they want to play with the most.",NA
"1302","Sassy Look Photo Book","My son received this as a gift from his Aunt for the day he was born. He has been looking at it & teething on it since he was able to hold things in his hands (about 4 months old). He\'s now 16 months old & I had to order him a new one A.S A.P. because he stuck his 1st one in the broiler & well, it sort of melted. Haha!",5
"1303","Graco Vie 4 Stroller, Inman Park","This stroller was the only one we ever really looked at. After other reviews here and help from my mother, who is a consumer reports junkie and saw that it received a very good there, we ordered the stroller. It is fantastic  all the way around. It is easy to put together, all of them look great, it is pretty easy to open as a first time mom and it is so easy to navigate. That really is my favorite thing about the stroller, once you have the wheels in the free-motion mode, it moves,like a dream! Almost like a dancing partner, I know it sounds silly but that\'s the truth! The price at Amazon is the best I found because there\'s no taxes and no shipping if you sign up for Amazon Mom. I have had no problems and would recommend this stroller to everyone!",5
"1304","ERGO Baby Carrier - Performance Grey","Can carry 30 lb toddler with ease. Minimal weight on back, redistributed to hips and baby is comfy.  Handy for airplane travel especially for toddlers who run away!",5
"1305","Fisher-Price Luv U Zoo Jumperoo","I struggled between getting this jumperoo and the ""Rainforest Jumperoo"" Even though this one is almost $10.00 more i decided it was worth it because it has the mirror and newer design.My son loves it. He doesnt play with the toys much but loves the music and this favorite thing. is to jump! It is well made and cute! best of all it buys me an hour or so to do my chores!! your little one will get months of fun from this and because my son loves to jump so much we have purchased the Radio Flyer ""rockin"" pony and the Alexander Trampoline for Xmas/when he outgrowes this. Well worth the $ and a must have!!!",5
"1306","Milkies Milk-Saver Breast Milk Collector Storage BPA Free","I agree with everyone on the design flaws of not having a cap of any sort. It does have a great concept, however not all nursing mothers have a huge letdown on both sides. I knew this going in however decided to try it anyways.  Some times the container is completely dry, sometimes there\'s 5ml - never more than that.  I think I will stick with pumping after nursing and use this only occasionally. Would be great for those with a large letdown.",4
